company,domain,bucket,campaign,priority,wave,had_email_before,had_phone_before,enriched,has_mobile,source,status
Freedom Aero Service Inc.,freedomaeroservice.com,T2,,Nurture-candidate,W2,,,yes,,inven+grata,1 contact at domain but not owner-level titled
Southwind Aviation,southwindaviation.com,T2,,Nurture-candidate,W2,,,yes,,inven+grata,11 contacts at domain but none matched owner-level titles
Naasco,naasco.com,T2,,Nurture-candidate,W2,,,yes,yes,inven,ok
"SkyTeam International, Co.",skyteam.cc,T2,,Nurture-candidate,W2,,,yes,yes,inven,ok
a.I.R.S.,airsaviation.com,T2,,Nurture-candidate,W2,,,,,inven,no provider coverage for domain
TESS Electrical Sales & Service,tessllc.us,T2,,Nurture-candidate,W2,,,yes,,inven+grata,17 contacts at domain but none matched owner-level titles
bXperts,bxperts.com,T2,,P3-candidate,W2,,,yes,yes,inven,Dominican Republic (Santo Domingo) - likely wrong match / non-US entity for a US target
EMI of KC,emiofkc.com,T2,,P3-candidate,W2,,,yes,yes,inven,ok
Island Marine Electric,islandmarineelectric.com,T2,,Nurture-candidate,W2,,,yes,yes,inven,non-owner title returned (VP Sales and Marketing)
El-Hy-Mec,el-hy-mec.com,T4,,P3-candidate,W2,,,yes,,inven,office line only; surname truncated to initial in provider record
"Precision Electronics, Inc.",precisionelectronics.net,T4,,P3-candidate,W2,,,yes,yes,inven,non-owner title (VP); all emails unverified guesses
"Alcatex, Inc. - Data Center Services",alcatex.com,X9,,P3-candidate,W2,,,yes,yes,inven,"Shop Manager, not owner-level (title filter matched on General Manager synonym)"
"Star Tech Marine Electronics, LLC",startechmarine.com,T6,,P3-candidate,W2,,,yes,,inven,office line only; non-owner title (HVAC Service Manager)
Maritime Technical Services Inc,maritimetechnicalservices.com,T6,,P3-candidate,W2,,,yes,yes,inven,"Operations Manager, not owner-level; no verified email (all guesses)"
Reliable Resources Inc,relres.com,T6,,P3-candidate,W2,,,yes,yes,inven,ok
JDC Power Systems,jdcpowersystems.com,T6,,P2-candidate,W2,,,yes,yes,inven,"VP Sales, not owner-level"
"Silverback Data Center Solutions, Inc",teamsilverback.com,T6,,P3-candidate,W2,,,yes,yes,inven,only verified email is an unrelated-looking personal gmail; corporate emails unverified
"Facilities Engineering Associates, P.C.",feace.com,T6,,P3-candidate,W2,,,yes,yes,inven,"VP, not owner-level"
Karbon Engineering,karbonengineering.com,T6,,P3-candidate,W2,,,yes,yes,inven,corporate emails all unverified; only personal gmail verified
ANTARA Group,theantaragroup.com,T6,,P3-candidate,W2,,,yes,yes,inven,note: also holds a verified quadranet.com email - possible second affiliation
Full Circle Industrial,fullcircleindustrial.com,S7,,P2-candidate,W2,,,yes,,inven,office line only
"Reinhart & Associates, Inc.",reinhartassoc.com,S7,,P3-candidate,W2,,,yes,yes,inven,ok
Bulldog On-Site Solutions,bulldogonsite.com,S7,,P3-candidate,W2,,,yes,yes,inven,ok
Dynamics Research Corp,dynamicsresearch.net,S7,,P3-candidate,W2,,,yes,,inven+grata,no provider coverage for domain
"East Coast Valve Services, Inc.",eastcoastvalve.com,S7,,P3-candidate,W2,,,yes,yes,inven,ok
"ENDURO Technical Services of North America, Inc.",enduro-ts.com,S7,,P3-candidate,W2,,,yes,yes,inven,ok
"ILD, Incorporated",ildpower.com,S7,,P3-candidate,W2,,,yes,,inven+grata,8 contacts at domain but none owner-level titled
Machine Tool Services,mts-nw.com,S7,,P3-candidate,W2,,,yes,yes,inven,ok
"Waveforce Electrical, LLC",waveforceelectrical.com,S7,,P3-candidate,W2,,,yes,yes,inven,non-owner title (VP Operations); also carries a verified hii-ingalls.com email - check for undisclosed parent/prior employer
Innova Energy Services,innova-es.com,S7,,P3-candidate,W2,,,yes,yes,inven,ok
Dynomill Incorporated,dynomill-us.com,S7,,P3-candidate,W2,,,yes,,inven+grata,no provider coverage for domain
Mike's Micro Parts,mikesmicroparts.net,S7,,P3-candidate,W2,,,yes,,inven+grata,no provider coverage for domain
Metzger Machine Co.,metzgermachine.com,S7,,P3-candidate,W2,,,yes,,inven+grata,2 contacts at domain but none owner-level titled
TGB Inc,tgbinc.com,S8,,P3-candidate,W2,,,yes,,inven+grata,1 contact at domain but no owner-level title match
GreenWealth Energy,green-wealth.com,S9,,Nurture-candidate,W2,,,yes,yes,inven,ok
EV Edison,ev-edison.com,S9,,P3-candidate,W2,,,yes,yes,inven,note: also holds a verified milhouseinc.com email - possible parent or second role; verify entity before outreach
ZEF Energy,zefenergy.com,S9,,P3-candidate,W2,,,yes,yes,inven,ok
CGO Solutions,cgosolutions.com,S9,,P3-candidate,W2,,,,,inven,no provider coverage for domain
Matcha Energy,matchaelectric.com,S9,,P3-candidate,W2,,,yes,yes,inven,ok
it's electric,itselectric.us,S9,,P3-candidate,W2,,,yes,yes,inven,ok
EV Range Charging Network,evrange.com,S9,,P3-candidate,W2,,,yes,yes,inven,also verified at cleantek.co - possible parent/affiliate
Energy Source,energysource.com,S9,,Nurture-candidate,W2,,,yes,yes,inven,ok
PositivEnergy,positivenergy.us,S9,,P3-candidate,W2,,,yes,,inven,no mobile; direct dial only
"LBA Group, Inc.",lbagroup.com,S10,,P3-candidate,W2,,,yes,yes,inven,ok
"Industrial Access, Inc.",industrialaccess.com,S10,,P3-candidate,W2,,,yes,,grata,"4th exec Erin Riley (CFO, eriley@industrialaccess.com) dropped by 3-contact cap"
"Roberts Corrosion Services, LLC",rcswv.com,S10,,P3-candidate,W2,,,yes,,inven,"no mobile (direct dial + office only); email is on robertscorrosionservices.com not rcswv.com - same firm alias, but note this is a corrosion-services company (validated DQ pattern)"
"Northern Inspection Services, LLC",nismidwest.com,S10,,P3-candidate,W2,,,yes,yes,inven,ok
Peak Corrosion Control Inc,peakcorrosion.com,S10,,P3-candidate,W2,,,yes,,inven+grata,SKIPPED (not called) - cathodic protection / corrosion control is a validated DQ pattern per CLAUDE.md; credits reserved for in-scope electrical rows
"R W Shelton Services, Inc",rwsheltonservices.com,S10,,P3-candidate,W2,,,yes,,inven+grata,no provider coverage for domain
Qualcorr Engineering Corp,qualcorr.com,S10,,P3-candidate,W2,,,yes,,inven+grata,SKIPPED (not called) - cathodic protection / corrosion control validated DQ pattern
"Gallup Pipeline And Compliance Services, Llc.",galluppipeline.com,S10,,P3-candidate,W2,,,yes,,grata,ok
"Vecor Pipeline Integrity, Inc.",vecor-pi.com,S10,,P3-candidate,W2,,,yes,yes,inven,ok
Chenault Consulting Inc,chenaultconsulting.com,S10,,P3-candidate,W2,,,yes,,grata,ok
Southern Cathodic Protection Company,cathodicprotection.com,S10,,P3-candidate,W2,,,yes,,inven+grata,SKIPPED (not called) - cathodic protection / corrosion control validated DQ pattern
ICORR Technologies,icorrtech.com,S10,,P3-candidate,W2,,,yes,,grata,ok
Cathodic Protection Management,corrosionspecialists.com,S10,,P3-candidate,W2,,,yes,,inven+grata,SKIPPED (not called) - cathodic protection / corrosion control validated DQ pattern
PCC Integrity,pccintegrity.com,S10,,P3-candidate,W2,,,yes,,grata,ok
North American Survey Corporation,nascorp.biz,S10,,P3-candidate,W2,,,yes,yes,inven,ok
"Challenger Drilling, Inc.",challengerdrilling.com,S10,,P3-candidate,W2,,,yes,,grata,ok
"On The Mark Utility Locating Services, Inc.",otmlocating.com,S10,,P3-candidate,W2,,,yes,yes,inven,ok
Echem Consultants LLC,echemconsultants.com,S10,,P3-candidate,W2,,,yes,,grata,ok
ACS Inc.,acspecialists.us,S10,,P3-candidate,W2,,,yes,yes,inven,no verified company-domain email; only personal att.net verified
"Allied Corrosion Industries, Inc.",alliedcorrosion.com,S10,,P3-candidate,W2,,,yes,,grata,ok
Cotery,thecotery.com,T2,,P3-candidate,W3,,,yes,,inven+grata,no provider coverage for domain
"Molecular Matrix, Inc.",molecularmatrix.com,T2,,P3-candidate,W3,,,yes,,grata,ok
Chesapeake Bay Helicopters Inc.,cbhelos.com,T3,,P2-candidate,W3,,,yes,yes,inven,ok
Aerones Engineering,aerones.com,S10,,P2-candidate,W3,,,yes,,grata,"Latvia - non-US contact, verify entity (Aerones Engineering, Riga)"
Weather Guard Lightning Tech,weatherguardaero.com,S10,,P3-candidate,W3,,,yes,,inven+grata,no provider coverage for domain
"Primary Utility Services, LLC",primaryus.com,T3,,master-P1,MASTER,,,yes,,grata,ok
Power Distribution Maintenance,pdmaintenance.com,T1,,master-P1,MASTER,,,yes,yes,inven,no verified company-domain email; only personal yahoo verified
"Scobee Powerline Construction, LLC",scobeepowerline.com,T3,,master-P1,MASTER,,,yes,,inven+grata,4 contacts at domain but none owner-level titled
"Dynamic Electric, Inc.",dynamicelectric.com,T4,,master-P1,MASTER,,,yes,yes,inven,"no verified company-domain email; contact in Greenville SC but office line is Illinois area code 708 - possible entity mismatch, verify"
Power Line Consultants,powerlineconsultantsllc.com,T3,,master-P1,MASTER,,,yes,,inven+grata,no provider coverage for domain
California Electrical Services,california-electrical.com,T4,,master-P1,MASTER,,,yes,,inven+grata,8 contacts at domain but none matched owner-level titles
Jordan High Voltage,jordanhighvoltage.com,T3,,master-P1,MASTER,,,yes,,inven+grata,6 contacts at domain but none owner-level titled
I.C. Reed & Sons,icreed.com,T3,,master-P1,MASTER,,,yes,,inven+grata,no provider coverage for domain
Jess Howard Electric Co.,jesshoward.com,T5,,master-P1,MASTER,,,yes,,inven+grata,24 contacts at domain but none owner-level titled
Tennessee Associated Electric,tn-associated.com,S7,,master-P1,MASTER,,,yes,,inven+grata,16 contacts at domain but none matched owner-level titles
Horsepower Electric Inc,horsepowerelectric.com,S8,,master-P1,MASTER,yes,,yes,,inven,office line only; no email; non-owner title (operations superintendent)
Caldwell Electrical Contractors,caldwellelectric.com,T4,,master-P1,MASTER,yes,yes,yes,,grata,ok
Southern Power Systems,sopower.com,T1,,master-P1,MASTER,yes,yes,yes,,grata,ok
Walter J Barnes Electric Co Inc,wjbe.com,T4,,master-P1,MASTER,yes,yes,yes,,grata,"Grata record name is ""Barnes Electric""; William C Ellis is a duplicate of Bill Ellis (same email/LinkedIn) and was dropped"
Coalmont Electrical Development Corp,coalmont.com,T4,,master-P1,MASTER,yes,yes,yes,,grata,ok
Coutts Brothers Inc,couttsbros.com,T3,,master-P1,MASTER,yes,yes,yes,,grata,ok
Van Haren Electric Inc.,vanharen.com,T4,,master-P1,MASTER,yes,yes,yes,,grata,"Netherlands - non-US contact, verify entity; Grata resolved vanharen.com to vanharen.nl (Van Haren, NL) - likely wrong entity"
"Ace Electrical Contractors, Inc.",aceelectrical.net,T5,,master-P1,MASTER,yes,yes,yes,,grata,ok
Lighting Maintenance Inc,lightingmaintenance.com,S8,,master-P1,MASTER,yes,yes,yes,,grata,ok
"Motor Technology, Inc",motortechnologyinc.com,S7,,master-P1,MASTER,yes,yes,yes,,grata,ok
Longo Electrical-Mechanical Inc.,elongo.com,S7,,master-P1,MASTER,yes,yes,yes,,grata,ok
"Delta Utility Services, Inc",deltausinc.com,T3,,master-P2,MASTER,,,yes,yes,inven,no verified company-domain email; all professional guesses are on delta-utility.net not deltausinc.com - verify which entity she leads
Electric Power Inc.,elecpwr.com,T1,,master-P2,MASTER,,,yes,yes,inven,non-owner title (Division Manager)
Electrical Engineering Enterprises,electricalengineeringenterprises.com,T1,,master-P2,MASTER,,,yes,yes,inven,no verified company-domain email; only personal addresses verified
Transformer Service Inc,transformer-svc.com,T2,,master-P2,MASTER,,,yes,yes,inven,ok
"LND Technical Services, LLC",lndts.com,T1,,master-P2,MASTER,yes,,yes,yes,inven,note: also holds a verified magnaiv.com email and a Vietnam (+84) mobile - possible second affiliation; verify entity
Graves Electrical Services,graves-electrical.com,T3,,master-P2,MASTER,,,yes,,inven+grata,5 contacts at domain but none owner-level titled
Northeast Texas Power Ltd,northeasttexaspower.com,T3,,master-P2,MASTER,,,yes,yes,inven,ok
Transformer Services INC,transformerservicesinc.com,T2,,master-P2,MASTER,,,yes,,inven,office line only; non-owner title (Business Manager); office number matches transformer-svc.com (Concord NH) - possible shared/affiliated entity
"Triangle Electric, Inc.",triangleelectric.net,T4,,master-P2,MASTER,,,yes,,inven,no verified email (all guesses Very bad); no mobile - direct dial and office only
"E. E. U., INC",eeu-inc.com,T1,,master-P2,MASTER,,,yes,,inven+grata,4 contacts at domain but none owner-level titled
"Blackmon Service, Inc.",blackmonservice.com,T6,,master-P2,MASTER,,,yes,,inven+grata,5 contacts at domain but none matched owner-level titles
Di-Trol Systems Inc.,ditrol.com,T4,,master-P2,MASTER,,,yes,,inven,NAME MISMATCH: contact is Bill Pugh (Owner) but the only email returned belongs to Lisa Schonefeld - do not use as Pugh's address; no phone
Jackson Electrical Contractors,jacksonelect.com,T4,,master-P2,MASTER,,,yes,,inven+grata,15 contacts at domain but none matched owner-level titles
"Mjm Electric, INC.",mjmelect.com,T4,,master-P2,MASTER,,,yes,,inven+grata,10 contacts at domain but none owner-level titled
"Rural Electric, Inc.",ruralelectric.com,T4,,master-P2,MASTER,,,yes,yes,inven,ok
High Voltage Service,hvserviceinc.com,T1,,master-P2,MASTER,,,yes,,inven,"UK (London), Chartered Accountant title - likely wrong match for US target; no phone; email unverified"
Anderson & Wood Construction Co,andersonandwood.com,T3,,master-P2,MASTER,,,yes,yes,inven,"VP Admin, not owner-level; no verified email (all guesses Very bad)"
"Chinchor Electric, Inc.",chinchorelectric.com,T4,,master-P2,MASTER,,,yes,yes,inven,all corporate emails unverified; only personal gmails verified
"Ion Field Services, LLC",ion-fs.com,T4,,master-P2,MASTER,,,yes,yes,inven,ok
"Taylor Electric, Inc.",taylorelectricutility.com,T3,,master-P2,MASTER,,,yes,,inven,office line only
"Doleac Electric Company, Inc.",doleac.com,T5,,master-P2,MASTER,,,yes,yes,inven,"Project Manager, not owner-level"
"Duke Electric Co., Inc.",dukeelec.com,T5,,master-P2,MASTER,,,yes,,inven,no phone returned
A. West Enterprise,awestenterprise.com,T5,,master-P2,MASTER,yes,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
Dvorak LLC,dvorakllc.com,T5,,master-P2,MASTER,,,yes,yes,inven,"no corporate email returned, only personal gmail"
Edgar Electric Inc.,edgarelectricinc.com,T4,,master-P2,MASTER,,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
Day And Sons Inc,dayandsonsinc.com,T3,,master-P2,MASTER,,,yes,yes,inven,ok
Grays Power Supply LLC,grayspowersupply.com,T3,,master-P2,MASTER,,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
"Columbia River Electric Maintenance, Inc.",crem-inc.com,T4,,master-P2,MASTER,,,yes,yes,inven,ok
Flory Line Construction,florylineconstruction.com,T3,,master-P2,MASTER,,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
Southern Integrated Solutions & Consulting,southernisc.com,T4,,master-P2,MASTER,,,yes,yes,inven,ok
Siebert Electric,siebertelectric.com,T3,,master-P2,MASTER,,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
"Veteran Electrical Power Systems, Inc.",vet-eps.com,T1,,master-P2,MASTER,,,yes,yes,inven,non-owner title (Branch Manager)
National Conductor Inc.,nationalconductor.com,T3,,master-P2,MASTER,,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
"Empower Construction, LLC",empowerconstruct.com,T3,,master-P2,MASTER,,,yes,yes,inven,ok
Western Line Builders Inc,westernlinebuilders.com,T3,,master-P2,MASTER,,,yes,,inven+grata,"NOT ATTEMPTED - stopped at credit floor (balance 6018, stop line 6010)"
"Bayview Engineering & Construction Company, INC.",bayviewecci.com,T4,,master-P2,MASTER,,,yes,,inven+grata,7 contacts at domain but none owner-level titled
Coates Electrical,coateselectrical.com,T4,,master-P2,MASTER,,,yes,,grata,ok
Chula Vista Electric Co.,c-v-e.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Electrical Contractors Inc,eciwest.com,T4,,master-P2,MASTER,,,yes,,grata,ok
"NABCO Electric Company, Inc.",nabcoelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Tolley Electrical Corporation,tolleyelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Valdosta Electric Company,valdostaelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Volpenhein Brothers Electric,vbe.cc,T4,,master-P2,MASTER,,,yes,,grata,ok
HEI Utility Contractors / Hydro-Exc. Inc.  100% Woman Owned WBENC Certified,heicontractors.com,T3,,master-P2,MASTER,,,yes,,grata,ok
S & H Powerline Construction INC,shpowerline.com,T3,,master-P2,MASTER,,,yes,,grata,ok
"Bockmon & Woody Electric Co., Inc.",bockmonwoody.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"Clark Electric, Inc",clarkelectrictx.com,T5,,master-P2,MASTER,,,yes,,grata,ok
JB Contracting Corporation,jbcontracting.com,T5,,master-P2,MASTER,,,yes,,grata,ok
John E Kelly,kellycos.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Shaw Electric,shawelec.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"Standard Electric Company, Inc.",4standardelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"Wheeler Electric, Inc.",wheelerelectric.com,T4,,master-P2,MASTER,,,yes,,grata,ok
"Winward Electrical Services, Inc.",winwardelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Longhorn Electric,longhornelectrical.com,T3,,master-P2,MASTER,,,yes,,grata,ok
"Utilicon Services, Inc.",utilicon.net,T3,,master-P2,MASTER,,,yes,,grata,ok
"Electric Advantage, Inc.",electricadvantage.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Excel Electric,excelelectricco.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"Killen Contractors, INC.",killencontractors.com,T3,,master-P2,MASTER,,,yes,,grata,ok
Leer Electric Inc.,leerelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"Mcdade-Woodcock, INC.",mwieic.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Metro Electric Company Inc,metroelec.net,T5,,master-P2,MASTER,,,yes,,grata,ok
National Electric Works,nationalelectricworks.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"Pro Electric, Inc.",proelectricinc.net,T5,,master-P2,MASTER,,,yes,,grata,ok
"Southeast Electric, INC.",southeastelectric.com,T5,,master-P2,MASTER,,,yes,,grata,ok
Westmoreland Electric Inc,westmorelandelectric.com,T5,,master-P2,MASTER,,,yes,,grata,Keith Impink's Grata LinkedIn URL reads kevin-impink - verify first name
Hughes Systems Industrial Inc,hsitx.com,T4,,master-P2,MASTER,,,yes,,grata,ok
The Robert Henry Corporation,roberthenrycorp.com,T3,,master-P2,MASTER,,,yes,,grata,ok
MD Electric Group,mdmarineelectric.com,T4,,master-P2,MASTER,,,yes,,grata,ok
Power Line Contractors,plc-inc.com,T3,,master-P2,MASTER,,,yes,,grata,ok
VISION Electric & Systems,visionmo.com,T5,,master-P2,MASTER,,,yes,,grata,ok
"PUSH, Inc.",push.us,T3,,master-P2,MASTER,,,yes,,grata,ok
All Brite Electric Inc,all-briteinc.com,T5,,master-P2,MASTER,yes,,yes,,grata,ok
Alpha Electric,valleyalphaelectric.com,T4,,master-P2,MASTER,yes,,yes,,grata,ok
Cynergy Electric,cynergy.com,T5,,master-P2,MASTER,,,yes,,grata,"4th exec Carson Hager (President, no email) dropped by 3-contact cap; three people carry the President title in Grata - verify current officer"
